Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--transformation_rate,transforms--electricity_consumption,transforms--electricity_production,transforms--co2_content,transforms--emission_rate,transforms--capture_rate,edges--origin_edge--commodity,edges--origin_edge--has_capacity,edges--origin_edge--can_expand,edges--origin_edge--start_vertex,edges--origin_edge--investment_cost,edges--origin_edge--fixed_om_cost,edges--origin_edge--variable_om_cost,edges--general_edge--commodity,edges--general_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--end_vertex
BiomassTransformation,BR_MG_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PA_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PB_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PR_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PE_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PI_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RJ_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RN_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RS_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RO_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RR_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SC_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SP_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SE_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_TO_ricestraw_trans,Biomass,TRUE,1,0,0,1.558,0,0,RiceStraw,TRUE,TRUE,ricestraw_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AC_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_AC,0,0,0,Residue,residue_BR_AC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AL_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_AL,0,0,0,Residue,residue_BR_AL,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AP_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_AP,0,0,0,Residue,residue_BR_AP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AM_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_AM,0,0,0,Residue,residue_BR_AM,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_BA_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_BA,0,0,0,Residue,residue_BR_BA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_CE_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_CE,0,0,0,Residue,residue_BR_CE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_DF_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_DF,0,0,0,Residue,residue_BR_DF,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_ES_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_ES,0,0,0,Residue,residue_BR_ES,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_GO_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_GO,0,0,0,Residue,residue_BR_GO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MA_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_MA,0,0,0,Residue,residue_BR_MA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MT_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_MT,0,0,0,Residue,residue_BR_MT,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MS_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_MS,0,0,0,Residue,residue_BR_MS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MG_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PA_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PB_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PR_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PE_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PI_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RJ_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RN_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RS_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RO_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RR_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SC_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SP_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SE_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_TO_bagasse_trans,Biomass,TRUE,1,0,0,0,0,0,Bagasse,TRUE,TRUE,bagasse_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
